,file,category,features,feat_len,category
5374,data/audio_cat-classification/NAYA_DATA_AUG1X/Resting/catpurring254.mp3,cat,"[-279.4261474609375, 107.16438293457031, 2.2452259063720703, 30.98818016052246, -16.692392349243164, 14.479942321777344, -13.020349502563477, -0.7418377995491028, 8.945259094238281, -6.050766468048096, -5.13608455657959, -13.01529598236084, -5.012988567352295, 1.6434115171432495, 3.9484493732452393, 3.7843739986419678, -6.1432929039001465, 4.596229553222656, -0.4880064129829407, -1.733500599861145, 0.6818894147872925, 0.19932344555854797, -0.07486949861049652, 0.04773823544383049, 0.030403485521674156, 0.07898787409067154, -0.05311814695596695, -0.06852936744689941, 0.0335957407951355, 0.08415528386831284, -0.0238701943308115, -0.014056478627026081, -0.0412910096347332, -0.0977739617228508, -0.047784123569726944, -0.06131719797849655, -0.026535918936133385, -0.08601239323616028, -0.10145311802625656, -0.06437251716852188, -0.5094550251960754, -0.011995273642241955, 0.04465590417385101, -0.017768850550055504, 0.09936539083719254, -0.039689965546131134, 0.025036554783582687, 0.011193644255399704, -0.01420948002487421, 0.04438535124063492, 0.039495065808296204, 0.04146746173501015, 0.018258322030305862, 0.01909342035651207, -0.003091638209298253, 0.01536475494503975, -2.1225250748102553e-05, -0.005517484154552221, 0.008995967917144299, 0.003609955310821533, 2058.4092259244326, 0.017828254029154778, 4830.547519899764]",63,cat
1509,data/audio_cat-classification/NAYA_DATA_AUG1X/Happy/cat_flickr0188 (2)_aug1(1).mp3,cat,"[-169.938720703125, 52.34072494506836, -30.11098289489746, 3.797714948654175, -7.468499183654785, 29.94556427001953, -15.35330867767334, 15.378938674926758, -3.400451183319092, -13.087928771972656, -1.4145334959030151, 6.126412868499756, 8.05261516571045, 8.599294662475586, 8.137121200561523, 2.7437708377838135, -4.816675662994385, 2.939706802368164, -0.8568693399429321, -3.506209373474121, -0.4620482623577118, 0.06970226019620895, 0.272795170545578, 0.3890535831451416, -0.0820559710264206, -0.2692466974258423, -0.12504617869853973, -0.15540044009685516, 0.03524366766214371, -0.02550652250647545, -0.2036050260066986, 0.05932389199733734, 0.03004423901438713, 0.06599800288677216, 0.15277805924415588, 0.1183665543794632, 0.06528116762638092, 0.02301574870944023, -0.14554938673973083, -0.14333763718605042, -0.8533951640129089, 0.13788285851478577, -0.036131057888269424, -0.1388542503118515, -0.03623497858643532, 0.022953690961003304, 0.07071156054735184, 0.0012317493092268705, 0.030479570850729942, 0.01340408343821764, 0.05442947894334793, -0.04653390869498253, -0.01961297169327736, -0.03846896067261696, -0.01654091104865074, 0.017619946971535683, 0.00732898386195302, -0.07545331120491028, -0.023750539869070053, 0.05405773967504501, 2765.9388538602616, 0.025667184963822365, 5622.162471543874]",63,cat
3253,data/audio_cat-classification/NAYA_DATA_AUG1X/Angry/Cat_Angry1048_aug1(1).mp3,cat,"[-244.98475646972656, 108.77032470703125, -31.09300422668457, -23.320518493652344, -2.9422621726989746, 3.3169944286346436, -9.461414337158203, -9.315524101257324, -2.771430730819702, 1.138834834098816, -9.794525146484375, -6.539944648742676, -0.9555690884590149, -8.070108413696289, -2.3579611778259277, -3.34672212600708, -1.6901023387908936, -0.7281060814857483, 2.8779067993164062, 6.2107367515563965, 0.5398455262184143, -0.4530703127384186, 1.3149220943450928, 0.364777147769928, -0.2752395570278168, 0.22542254626750946, 0.3508225679397583, -0.4951373338699341, -0.44758132100105286, 0.020078394562005997, -0.3893693685531616, -0.23099511861801147, 0.1799243837594986, 0.22215597331523895, -0.27121829986572266, -0.06708403676748276, -0.010497595183551311, -0.12524069845676422, 0.14356167614459991, 0.07695838809013367, -1.7964646816253662, 0.5006883144378662, 0.011319258250296116, 0.030617551878094673, 0.16370338201522827, -0.11918417364358902, -0.024935288354754448, -0.046046409755945206, 0.004209002945572138, 0.03893622010946274, -0.0385405570268631, 0.006765046622604132, -0.038220178335905075, -0.03359973430633545, 0.06891372799873352, 0.11869902163743973, -0.028006644919514656, -0.0002012907643802464, 0.018673717975616455, 0.06901048868894577, 1934.5638117190815, 0.01822344958782196, 3216.484306227993]",63,cat
4675,data/audio_cat-classification/NAYA_DATA_AUG1X/Fighting/Last_addCat335Fit_aug1(1).mp3,cat,"[-196.65109252929688, 46.32813262939453, -55.530155181884766, -5.988979816436768, -11.287052154541016, -6.414533615112305, -1.0500227212905884, -0.8535037636756897, -1.8250353336334229, 4.4868645668029785, -2.6154861450195312, -0.3397025167942047, -5.962971210479736, 0.8332304954528809, -1.9660052061080933, -0.9792749285697937, -0.2233947068452835, 2.562023878097534, -1.871671438217163, 1.7012608051300049, 1.5284879207611084, -0.4041932225227356, -0.4574104845523834, 0.02384224161505699, 0.0009056993294507265, -0.030657360330224037, -0.07710839062929153, -0.10901550203561783, 0.15181130170822144, 0.00785233173519373, -0.08754504472017288, -0.04569229856133461, -0.038910023868083954, 0.03518984094262123, -0.04739854112267494, 0.03983357921242714, -0.0064995805732905865, 0.0743303969502449, -0.0034070145338773727, 0.005414849147200584, -0.25993770360946655, 0.017474740743637085, 0.016663087531924248, -0.03963334485888481, -0.02517152763903141, -0.0602867417037487, -0.009901439771056175, 0.012660014443099499, -0.018854498863220215, -0.0029544769786298275, -0.012522673234343529, 0.004158961120992899, 0.006955103483051062, -0.038345638662576675, 0.0053234221413731575, 0.019853442907333374, -0.023017464205622673, 0.003344391705468297, 0.004575464408844709, 0.02643713168799877, 2912.8112383557077, 0.052902646362781525, 5128.731469828714]",63,cat
2164,data/audio_cat-classification/NAYA_DATA_AUG1X/Mating/YashLL_Cat0221Mating_aug1(1).mp3,cat,"[-42.107452392578125, 74.45182800292969, 6.849132537841797, 8.350369453430176, -0.07448643445968628, 5.531902313232422, -1.2743171453475952, -0.9816932678222656, -7.26875638961792, -2.925416946411133, -7.5617852210998535, -2.715510845184326, -5.4930739402771, -0.24384017288684845, -2.4357190132141113, -2.088289260864258, -2.864470958709717, -1.0058584213256836, -2.2821455001831055, -4.2046799659729, 0.6721176505088806, 0.09587743878364563, -0.026005394756793976, -0.05868733674287796, -0.09021351486444473, -0.007529091089963913, -0.002604981418699026, -0.011197438463568687, -0.015226442366838455, -0.09271785616874695, -0.043437808752059937, 0.049643248319625854, 0.0302877239882946, -0.03516435995697975, -0.009911302477121353, 0.035694919526576996, 0.02541300840675831, 0.010163389146327972, -0.031972736120224, -0.0634576678276062, -0.5394595861434937, -0.04425022006034851, -0.012612826190888882, -0.04138869419693947, 0.033169496804475784, 0.014283336699008942, -0.008236748166382313, 0.03514626622200012, 0.034829311072826385, 0.06438182294368744, 0.07541055232286453, 0.025570543482899666, -0.003433331148698926, 0.0003338644455652684, 0.004416857846081257, -0.02021624520421028, -0.04935826361179352, -0.02863335609436035, -0.03825585916638374, 0.004394761752337217, 3022.845901258507, 0.08971188217401505, 6962.237066971628]",63,cat
4355,data/audio_cat-classification/NAYA_DATA_AUG1X/Fighting/YashLL_Cat0291Fit.mp3,cat,"[-274.1614074707031, 114.3450927734375, -3.490251064300537, 12.20718765258789, 11.952402114868164, 17.989654541015625, 5.341794967651367, 13.863150596618652, 6.8994951248168945, 1.2232850790023804, 7.911138534545898, -2.172032594680786, -1.3940857648849487, -1.0149141550064087, -1.7626081705093384, -3.4807240962982178, -4.935581684112549, -6.117990493774414, -2.269753932952881, -5.802355766296387, -0.34455740451812744, 0.7777206897735596, -0.16367676854133606, -0.0712689608335495, 0.12457624822854996, 0.0656234547495842, 0.07338763028383255, 0.040122389793395996, 0.0622902512550354, 0.041424281895160675, -0.08715823292732239, 0.007525349967181683, 0.036656640470027924, 0.011687098070979118, 0.012979288585484028, 0.004723108373582363, 0.0314670130610466, 0.02905055694282055, 0.09705460071563721, 0.016836032271385193, -0.5095841884613037, -0.13401371240615845, 0.06781724840402603, 0.06318581849336624, 0.013129184022545815, -0.05464472621679306, -0.010992292314767838, -0.01120377704501152, -0.0008935508667491376, 0.06247773393988609, 0.013496081344783306, 0.02904772013425827, -0.028534328565001488, -0.009551336988806725, 0.023713190108537674, 0.013821172527968884, 0.04162966087460518, 0.03744293749332428, -0.005267311353236437, 0.015691231936216354, 1906.7984490417875, 0.012123361229896545, 3764.6401145241475]",63,cat
2874,data/audio_cat-classification/NAYA_DATA_AUG1X/Warning/LastEntry_cat1328Grl_aug1(1).mp3,cat,"[-191.56703186035156, 114.91374206542969, -51.18738555908203, 2.0622427463531494, -44.98830032348633, -7.53623628616333, -8.962287902832031, 4.291749000549316, -16.645469665527344, 3.5242457389831543, -3.595383405685425, 14.075851440429688, -12.592255592346191, -6.019002914428711, -0.34549927711486816, -0.7384006381034851, 2.388375997543335, 0.5154455900192261, -3.2457025051116943, -2.447112798690796, 1.7108268737792969, 0.6051188707351685, -0.08001522719860077, -0.20722709596157074, -0.33484989404678345, -0.13976259529590607, -0.3326837718486786, -0.01859736628830433, 0.04756622761487961, -0.09737528860569, -0.054079532623291016, 0.18620817363262177, -0.028302548453211784, -0.10154855251312256, 0.023976940661668777, 0.06015577167272568, -0.043012067675590515, 0.029317107051610947, -0.006209574639797211, -0.030665753409266472, -0.14671030640602112, 0.031060436740517616, 0.015880173072218895, -0.060606300830841064, -0.005454204510897398, -0.12478116154670715, 0.09423979371786118, -0.051711879670619965, -0.06516948342323303, -0.023064201697707176, 0.034845076501369476, -0.039814334362745285, -0.04170892760157585, -0.03469769284129143, -0.026938099414110184, -0.0911615863442421, -0.031625356525182724, 0.018418163061141968, -0.022670447826385498, 0.043412331491708755, 1689.9221407036362, 0.006106488406658173, 3128.7542895735983]",63,cat
1532,data/audio_cat-classification/NAYA_DATA_AUG1X/Happy/cat011016.mp3,cat,"[-391.0093994140625, 170.4761505126953, -81.21627044677734, 26.53963851928711, 19.353952407836914, -38.124855041503906, 19.359041213989258, -3.50192928314209, -23.37721061706543, 10.606708526611328, -14.351531982421875, -12.01883602142334, 8.540814399719238, -13.967376708984375, -1.8975149393081665, 6.875431060791016, -11.396785736083984, 3.3308229446411133, 3.6984145641326904, -7.615231513977051, 0.22116629779338837, 0.052669599652290344, -0.08591269701719284, 0.0023108383174985647, -0.01251616608351469, -0.04651465266942978, -0.006449231877923012, 0.004471964202821255, -0.012415696866810322, -0.021662263199687004, -0.04215853661298752, -0.01958225853741169, 0.00034775343374349177, -0.034843917936086655, -0.020214170217514038, 0.02161797508597374, 0.007414795458316803, -0.007135582156479359, -0.0034526956733316183, -0.0005995438550598919, -0.2044980674982071, -0.14539054036140442, 0.07392603904008865, 0.009253851138055325, 0.01491972804069519, 0.06742465496063232, -0.009529657661914825, 0.005189460702240467, 0.04301159456372261, 0.024111956357955933, 0.049799688160419464, 0.03274315595626831, -0.009698632173240185, 0.012524444609880447, 0.006567327305674553, -0.01681089960038662, -0.006181318778544664, -0.01095379889011383, -0.002945785876363516, 0.017044514417648315, 1512.0926404083673, 0.00023797221365384758, 2948.2474122993676]",63,cat
4895,data/audio_cat-classification/NAYA_DATA_AUG1X/MotherCall/Cat_pills0112_aug1(1).mp3,cat,"[-233.2510528564453, 48.37568283081055, -8.478231430053711, 28.260717391967773, 4.386801719665527, 24.021129608154297, 10.520370483398438, 0.9501942992210388, 4.451648235321045, 5.495013236999512, 7.874810695648193, -5.351107120513916, -2.8304827213287354, 1.0297949314117432, 0.7091538906097412, -0.2378295660018921, -3.470043659210205, -6.867171764373779, -3.5801029205322266, -2.744489908218384, 3.3546814918518066, 0.6782755851745605, 0.0888291671872139, 0.17714442312717438, 0.1861889660358429, 0.2766565978527069, 0.1800607144832611, 0.04044617339968681, -0.026321712881326675, 0.1844431310892105, 0.13891738653182983, -0.21475662291049957, -0.04726894944906235, 0.0804668739438057, -0.07216839492321014, -0.015382103621959686, 0.008181191980838776, -0.19884228706359863, -0.1385551393032074, 0.19953767955303192, 0.47652244567871094, 0.09103313833475113, -0.0334971658885479, 0.055986933410167694, 0.04826629161834717, 0.026507839560508728, 0.044809490442276, 0.015798160806298256, 0.0032105534337460995, 0.004802600014954805, -0.0147786233574152, -0.011239702813327312, 0.014450600370764732, -0.05088264122605324, -0.01988053508102894, 0.013550937175750732, -0.06272502988576889, 0.0019156663911417127, 0.06743466854095459, -0.030998265370726585, 3061.9812447700765, 0.08826674520969391, 5778.265059621711]",63,cat
4985,data/audio_cat-classification/NAYA_DATA_AUG1X/MotherCall/Last_addCat129558Pil_aug1(1).mp3,cat,"[-351.3136901855469, 88.61672973632812, 8.886341094970703, 16.889991760253906, 18.713287353515625, 22.73727035522461, 14.769474983215332, 5.785157680511475, 0.8984989523887634, 2.942537784576416, 0.48713430762290955, 1.604928970336914, 1.718815565109253, -2.6986467838287354, -0.8176481127738953, 1.2672067880630493, 0.7226123809814453, 0.3435192406177521, -0.9182103276252747, -1.8156548738479614, -1.0995888710021973, -0.6269877552986145, -0.24881510436534882, -0.20167183876037598, -0.18204012513160706, -0.1586006134748459, -0.09325255453586578, -0.013681533746421337, -0.009684938937425613, 0.01965380646288395, 0.039831746369600296, 0.0077049583196640015, -0.0026782117784023285, 0.003876384347677231, 0.026744183152914047, 0.027293477207422256, 0.016847316175699234, 0.02707580104470253, 0.024836035445332527, 0.0030050105415284634, -0.272431880235672, -0.020130818709731102, -0.005088137928396463, -0.0037144969683140516, -0.0016838988522067666, -0.00787992775440216, 0.003126667346805334, -0.021563254296779633, -0.03477701172232628, -0.0030057558324187994, 0.017204036936163902, 0.01086162868887186, -0.0041083041578531265, 0.010671699419617653, 0.009725409559905529, -0.00855102390050888, 0.003190348856151104, 0.020165596157312393, 0.001288465573452413, -0.012088906019926071, 1620.9160423450317, 0.15879623591899872, 3507.9721811655404]",63,cat
4812,data/audio_cat-classification/NAYA_DATA_AUG1X/MotherCall/Cat_pills0125.mp3,cat,"[-285.4093933105469, 57.47902297973633, 1.5781588554382324, 29.123727798461914, 8.305171966552734, 27.934778213500977, 2.5702316761016846, 2.64886736869812, 13.189788818359375, -4.561091899871826, -0.37522563338279724, 3.4540724754333496, -0.929882287979126, -2.951552391052246, 2.2150330543518066, -2.0447657108306885, -0.6376055479049683, -2.4048614501953125, -0.6717168092727661, 2.78701114654541, 1.676579475402832, -0.6927590370178223, 0.20216965675354004, -0.17483770847320557, -0.21341601014137268, 0.08760888129472733, -0.15239717066287994, -0.058386173099279404, -0.0017088301246985793, 0.04332459345459938, 0.09227711707353592, 0.09316308051347733, -0.043898891657590866, -0.0063836644403636456, -0.022805403918027878, 0.1455136388540268, 0.06380671262741089, -0.10294303297996521, -0.03591137006878853, -0.0011138354893773794, -0.0544845350086689, -0.30694690346717834, 0.031789764761924744, -0.0008216535206884146, -0.0044077374041080475, -0.019646933302283287, -0.09858786314725876, 0.02168906107544899, -0.04926219582557678, -0.044070228934288025, 0.008492567576467991, 0.05229727923870087, 0.007576321717351675, 0.008999383077025414, -0.026803137734532356, -0.03643813729286194, 0.01614690199494362, -0.03222106397151947, -0.036926738917827606, 0.03516998142004013, 3233.238243511815, 0.061792388558387756, 6091.838163488052]",63,cat
4011,data/audio_cat-classification/NAYA_DATA_AUG1X/HuntingMind/Cat_YoutubeLLT42396_aug1(1).mp3,cat,"[-189.9178009033203, 23.164302825927734, -31.842004776000977, 4.417208194732666, -21.279251098632812, 9.567970275878906, -12.102479934692383, -7.600371360778809, -2.007274866104126, -8.173166275024414, -2.688650131225586, -3.823270082473755, 4.512547969818115, 10.287538528442383, 2.446115732192993, -7.120124340057373, -4.781773567199707, -3.2783327102661133, -0.7131724953651428, -1.8595339059829712, -1.2350720167160034, -0.1506941169500351, 0.203060582280159, -0.09011975675821304, 0.05483762174844742, -0.04390140250325203, -0.024067919701337814, 0.029043380171060562, -0.023567458614706993, -0.0020562377758324146, -0.030840342864394188, 0.047671519219875336, 0.04911096394062042, -0.022088469937443733, -0.002499089576303959, 0.015996910631656647, 0.006277886684983969, 0.039772726595401764, 0.01833830401301384, 0.00822510477155447, -0.3982713520526886, -0.02033078670501709, 0.08164598047733307, 0.02745022624731064, 0.023055270314216614, 0.010160671547055244, 0.031217481940984726, 0.0019091152353212237, -0.0038231872022151947, -0.010188882239162922, 0.023595305159687996, 0.04300988093018532, 0.020350003615021706, -0.03757958859205246, -0.018810197710990906, 0.014819285832345486, 0.009833168238401413, -0.007260606624186039, -0.018206849694252014, -0.01410716027021408, 3849.286966398829, 0.16299450397491455, 6789.841164981618]",63,cat
2370,data/audio_cat-classification/NAYA_DATA_AUG1X/Warning/cat_flickr01466_aug1(1).mp3,cat,"[-233.5540771484375, 88.79561614990234, 29.051513671875, 6.630131721496582, 3.5415732860565186, 2.9477360248565674, -0.6512914896011353, 1.5813905000686646, -1.0567567348480225, -4.125831127166748, -4.184004783630371, -2.566019058227539, 0.32642194628715515, -2.4872214794158936, -2.0862622261047363, 0.21426044404506683, 4.062036514282227, 1.6306169033050537, -1.1604470014572144, -2.235419988632202, 0.06953950226306915, -0.031461164355278015, 0.01390518806874752, -0.04004336893558502, 0.03141249716281891, 0.04724055528640747, 0.002678359393030405, -0.06953735649585724, -0.03551853820681572, 0.0103207528591156, 0.049389030784368515, 0.0004140875244047493, -0.026622500270605087, 0.022260265424847603, -0.004491007886826992, -0.027941953390836716, -0.0134769631549716, 0.004039362538605928, 0.008688000030815601, -0.008430802263319492, -0.14371636509895325, 0.017656518146395683, -0.0200109351426363, -0.002546838950365782, -0.019488105550408363, -0.032593466341495514, -0.020028550177812576, 0.013439100235700607, 0.0181589238345623, 0.0013886819360777736, -0.027767859399318695, 0.005563484039157629, 0.024668212980031967, 0.013842422515153885, 0.004471614491194487, -0.017180249094963074, -0.007574006449431181, -0.0021774510387331247, 0.004936900455504656, 0.005508944392204285, 2338.2550977147826, 0.04089568182826042, 5051.713647735252]",63,cat
1514,data/audio_cat-classification/NAYA_DATA_AUG1X/Happy/Online_Cat0458hpy_aug1(1).mp3,cat,"[-186.9665069580078, 75.64413452148438, -73.3404312133789, 13.29857349395752, -11.472213745117188, -8.329838752746582, 2.0289554595947266, 5.727377414703369, -10.215567588806152, -14.958965301513672, -2.920024871826172, 6.129566669464111, 21.980459213256836, 27.9602108001709, 12.699333190917969, -0.7457225918769836, -14.71608829498291, -18.830888748168945, -6.495137691497803, -0.9756458401679993, -0.08799060434103012, 0.851153552532196, -0.7683226466178894, -0.5180713534355164, -0.4499458372592926, -0.7515501379966736, -0.08289886265993118, -0.06077941134572029, -0.38170376420021057, -0.4875158369541168, -0.5587468147277832, -0.37488946318626404, 0.11651899665594101, 0.6135690212249756, 0.9613868594169617, 0.7289956212043762, 0.16418562829494476, -0.015657266601920128, -0.3662720024585724, -0.043442245572805405, -4.867420196533203, -0.19482631981372833, 0.5862821936607361, 0.22362665832042694, 0.23298399150371552, 0.08687999099493027, -0.09964090585708618, -0.14506401121616364, 0.18563251197338104, 0.14428868889808655, -0.21663479506969452, -0.18284863233566284, -0.19297826290130615, -0.49965956807136536, -0.19410769641399384, -0.0663747563958168, 0.17127950489521027, 0.2130151391029358, 0.26387014985084534, 0.08626893162727356, 2015.3564417829255, 0.005123544484376907, 3190.0543212890625]",63,cat
3360,data/audio_cat-classification/NAYA_DATA_AUG1X/Angry/cat_flickr0139_aug1(1).mp3,cat,"[-215.17742919921875, 212.769287109375, -45.21712112426758, -16.211727142333984, 21.277559280395508, -26.39766502380371, -8.937262535095215, 5.976596832275391, -19.96056365966797, -1.8469136953353882, 8.198650360107422, -15.308460235595703, -5.784338474273682, 3.386784315109253, -11.853381156921387, -5.293557643890381, 0.9020373225212097, -8.628289222717285, -2.5786614418029785, -1.6265374422073364, 0.3303869366645813, 0.09126655012369156, -0.18010574579238892, -0.03674058988690376, 0.06153106689453125, -0.004758030641824007, -0.04014228656888008, -0.03302961215376854, -0.039614900946617126, -0.014905036427080631, -0.015966543927788734, -0.03254146873950958, 0.009691527113318443, 0.02314390055835247, -0.01269191037863493, 0.0019985453691333532, 0.02075587958097458, -0.0025235265493392944, 0.004855344537645578, 0.03397732228040695, -0.18889844417572021, -0.12680989503860474, 0.13390761613845825, 0.04581501707434654, -0.04503226280212402, 0.02769703045487404, 0.0013489600969478488, -0.020812692120671272, 0.011831105686724186, -0.010296466760337353, -0.004670084919780493, 0.03481382504105568, 0.006283494643867016, -0.005084788892418146, 0.023705193772912025, 0.00022252110647968948, -0.005188333801925182, 0.031000269576907158, 0.006097924429923296, -0.02367161028087139, 908.8498258639247, 7.107745477696881e-05, 1585.4803154938413]",63,cat
2499,data/audio_cat-classification/NAYA_DATA_AUG1X/Warning/cat_flickr01359.mp3,cat,"[-511.8962097167969, 117.85774230957031, -38.96308517456055, 50.47382354736328, -23.295080184936523, 32.1531867980957, -7.065056800842285, 12.43312931060791, -5.980668067932129, -1.3296347856521606, -0.8282602429389954, -9.634237289428711, 3.630357027053833, -7.903659343719482, 0.7415465116500854, -6.737894058227539, -1.4529215097427368, -1.605269193649292, 6.325799942016602, 3.7129244804382324, 0.4484037160873413, -0.018281325697898865, -0.07099473476409912, -0.06802784651517868, -0.12276609241962433, -0.015260920859873295, -0.06152278557419777, -0.0046946401707828045, -0.033009883016347885, -0.08975768089294434, -0.017604950815439224, -0.04639970511198044, -0.024575335904955864, 0.0024144803173840046, 0.09448906779289246, 0.06451284885406494, 0.03807048127055168, 0.04116053506731987, 0.032721616327762604, 0.0009388620965182781, -0.5533839464187622, -0.08639464527368546, 0.04782932996749878, -0.010819759219884872, 0.06410495191812515, -0.033150359988212585, 0.06921228021383286, 0.001182387350127101, 0.04215742647647858, 0.036397941410541534, 0.021787572652101517, 0.010413124226033688, 0.011680432595312595, 0.03748118877410889, -0.011123775504529476, 0.012731320224702358, -0.046246860176324844, -0.03808959946036339, -0.050233323127031326, -0.02972547709941864, 2093.766711420669, 0.01635141484439373, 4445.4497029958675]",63,cat
1173,data/audio_cat-classification/NAYA_DATA_AUG1X/Happy/cat_youtube01124.mp3,cat,"[-260.881591796875, 73.63005065917969, 7.237329483032227, 28.90129280090332, 3.16740345954895, 2.0976829528808594, 1.6373900175094604, 2.972256660461426, 0.3865203857421875, -12.843033790588379, 0.7103058099746704, -7.639595031738281, 1.7768654823303223, 0.06587844341993332, 3.633155345916748, 0.7134345173835754, -1.615046501159668, 5.259464740753174, 8.264228820800781, 8.258299827575684, 0.860752284526825, -0.0057770730927586555, 0.14156782627105713, -0.1264122575521469, 0.007348921615630388, -0.016090424731373787, -0.03772569075226784, -0.02831028401851654, 0.10984599590301514, 0.06305830925703049, 0.10659363865852356, -0.04620324447751045, 0.04680904746055603, -0.031634557992219925, 0.06971412897109985, 0.07984545081853867, -0.0041389320977032185, -0.006166393868625164, 0.07246869057416916, 0.012962715700268745, -0.6432169079780579, -0.08090764284133911, -0.014090090058743954, 0.08219728618860245, 0.03244498744606972, -0.022359197959303856, -0.0018862923607230186, 0.030205633491277695, -0.018951965495944023, -0.05828269571065903, -0.015558553859591484, 0.015776513144373894, -4.322066524764523e-05, 0.028939101845026016, -0.0203559547662735, -0.09486052393913269, -0.03344450145959854, -0.0007929716957733035, -0.019485026597976685, 0.004675011150538921, 2627.923622060708, 0.01879526488482952, 5278.271484375]",63,cat
324,data/audio_cat-classification/NAYA_DATA_AUG1X/Paining/cat10_aug1(1).mp3,cat,"[-207.56585693359375, 59.48802185058594, -30.2814998626709, -19.934921264648438, -15.63532829284668, -14.003578186035156, -22.098392486572266, -6.160621166229248, -1.614289402961731, -0.35164669156074524, -9.357282638549805, -21.262645721435547, -19.9126033782959, -4.453578948974609, -0.4381118416786194, -6.4799089431762695, -2.4997589588165283, 5.489214897155762, 0.20879966020584106, -12.172971725463867, 0.7634351253509521, 0.27874553203582764, -0.310525506734848, -0.0024487541522830725, 0.01977892965078354, -0.024454129859805107, -0.04912535101175308, -0.07874178886413574, -0.010799099691212177, 0.07507091015577316, 0.006425295490771532, -0.054184362292289734, -0.2804573178291321, -0.15891540050506592, 0.0040978966280817986, 0.09284190833568573, -0.09982935339212418, -0.07668819278478622, 0.0605863481760025, 0.1654236614704132, -0.655225396156311, -0.1163395494222641, 0.12862659990787506, 0.05423920601606369, -0.048560548573732376, 0.0231020525097847, 0.021621720865368843, 0.05555667728185654, 0.02558857761323452, -0.008049068972468376, -0.0325581394135952, 0.08964808285236359, 0.07185107469558716, 0.08155770599842072, 0.025643201544880867, -0.005795601289719343, 0.03780851140618324, 0.03362368792295456, -0.02797398902475834, -0.05600622668862343, 2824.202332113039, 0.025244712829589844, 5633.624267578125]",63,cat
787,data/audio_cat-classification/NAYA_DATA_AUG1X/Defence/Cat_YoutubeLLT42357 (2).mp3,cat,"[-171.25601196289062, 27.784774780273438, -33.160888671875, -19.543996810913086, -16.41790199279785, -5.950674533843994, -0.11522817611694336, -13.146141052246094, -7.566640853881836, 1.5586858987808228, 0.4649588167667389, -4.171480178833008, -11.455402374267578, 0.9367443323135376, -3.717536449432373, -10.962834358215332, -4.841497898101807, -0.09446081519126892, 2.2265126705169678, -4.301258087158203, -1.6930149793624878, 0.4460851550102234, 0.2884815037250519, 0.5528641939163208, 0.3139471113681793, -0.0584501251578331, -0.1201493889093399, 0.32601943612098694, 0.21265515685081482, -0.09615796059370041, 0.010065029375255108, 0.0006521297618746758, 0.17946524918079376, -0.10540821403265, 0.04214044287800789, 0.25248271226882935, 0.17134888470172882, -0.025326333940029144, -0.05521581694483757, 0.03887415677309036, -1.3443503379821777, 0.0028942490462213755, 0.07353585958480835, 0.000304058485198766, -0.04060312360525131, 0.1244574561715126, 0.008745034225285053, -0.08724670112133026, -0.08366057276725769, -0.035881876945495605, 0.03605104237794876, 0.12272229045629501, 0.08344025909900665, 0.01711839810013771, -0.019127003848552704, -0.04519037529826164, 0.03436087444424629, 0.009823422878980637, -0.020866943523287773, 0.1153254434466362, 3949.8639816279556, 0.21212981641292572, 7962.851849724265]",63,cat
2004,data/audio_cat-classification/NAYA_DATA_AUG1X/Mating/cat_youtube64302 (3).mp3,cat,"[-380.008544921875, 72.5278091430664, 6.9454169273376465, -12.830958366394043, -4.20464563369751, 6.815048694610596, 4.104432582855225, 4.389174461364746, -5.870234966278076, -4.780783653259277, -2.7304720878601074, 0.28667736053466797, 3.6796975135803223, -1.8254382610321045, -3.9603683948516846, -5.367280960083008, -0.6239780187606812, -2.3494064807891846, -1.4240561723709106, -5.403534889221191, 0.10557255148887634, -0.11262186616659164, 0.09080954641103745, 0.20079317688941956, 0.09586445987224579, -0.04118475690484047, 0.0007294580573216081, 0.0038289278745651245, 0.0030497582629323006, -0.005110892932862043, 0.023226482793688774, 0.0334000326693058, -0.007548580411821604, -0.021972043439745903, -0.033673204481601715, -0.0012764682760462165, 0.012471831403672695, -0.008451410569250584, -0.023905737325549126, -0.047638438642024994, -0.1892969161272049, 0.01231475081294775, -0.04078657180070877, -0.032814543694257736, -0.007405083626508713, 0.005844631232321262, -0.012067830190062523, -0.013765175826847553, 0.017628172412514687, 0.02050170488655567, 0.02144921012222767, -0.019627055153250694, -0.01919417828321457, 0.007854010909795761, 0.00011927133164135739, -0.013695899397134781, -0.0102848457172513, 0.0076642693020403385, -0.0061078486032783985, 0.0033971797674894333, 3376.7324154722714, 0.1376718282699585, 7456.652060583178]",63,cat
